Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,ObjectId,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1051 3rd Ave,1014170000,1043826,108,Manhattan,110,4,Used Athletic Shoes collected on behalf of MORE Foundation.,40.76354,-73.96485,Lenox Hill-Roosevelt Island,TRUE,1051,107,Retail Store Takeback Programs,service@jackrabbit.com,1 212-223-8109,3rd Ave,,JackRabbit,https://www.jackrabbit.com/info/shoe-donation-program,POINT (-73.9648527 40.76353780000001),10065,10090,23,4,51,11
225-01 Merrick Blvd,4129640000,4000000,413,Queens,630,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67755,-73.74451,Laurelton,FALSE,225-01,920,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Merrick Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.744518 40.677548),11413,15313,63,3,47,63
1001 E 100 St,3082270000,3326732,318,Brooklyn,988,46,"Clothing, Shoes",40.64327,-73.89584,Canarsie,FALSE,1001,485,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,E 100 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.89584 40.643271),11236,13827,5,2,8,42
424 7 Ave,3010430000,3023774,306,Brooklyn,149,39,"Clothing, Shoes, Coats, Accessories",40.66371,-73.98453,Park Slope-Gowanus,TRUE,424,230,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,7 Ave,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=126,POINT (-73.98453 40.66370799999999),11215,17617,14,2,27,50
185 Kings Hwy,3066200000,3175318,311,Brooklyn,428,44,"Clothing, Shoes, Coats, Towels",40.6059,-73.98438,Bensonhurst East,TRUE,185,844,Publicly Accessible Donation Bins,N/A,866-931-0232,Kings Hwy,,Carecycle Inc,carecyclecares.com/,POINT (-73.98438 40.605899),11223,18183,1,2,18,37
1655 Undercliff Ave,2028800000,2009182,205,Bronx,20501,16,"Clothing, Shoes",40.84998,-73.92191,University Heights-Morris Heights,FALSE,1655,565,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Undercliff Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.921908 40.84997700000001),10453,10931,6,5,42,29
179-02 Union Tkpe,4072290000,4155489,408,Queens,1277,24,"Clothing, Shoes",40.72649,-73.78886,Jamaica Estates-Holliswood,FALSE,179-02,468,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Union Tkpe,,Usagain LLC,http://www.usagain.com/,POINT (-73.788865 40.72648599999999),11366,14508,25,3,24,65
2300 Randall Ave,2035400000,2021680,209,Bronx,90,18,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.81901,-73.84438,Soundview-Castle Hill-Clason Point-Harding Park,FALSE,2300,1046,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Randall Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.844387 40.81901),10473,11611,58,5,31,26
1810 Randall Ave,2035220000,2021426,209,Bronx,20,18,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.81694,-73.86254,Soundview-Castle Hill-Clason Point-Harding Park,FALSE,1810,253,Publicly Accessible Donation Bins,info@usagain.com,561-602-5331,Randall Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.862545 40.81693599999999),10473,11611,58,5,31,26
120 E 32 St,1008870000,1018469,105,Manhattan,72,2,"Clothing, Shoes, Accessories, Coats",40.74528,-73.98142,Murray Hill-Kips Bay,TRUE,120,217,Nonprofit Organizations/Thrift Stores,gcnexec@gmail.com,212-883-0680,E 32 St,,Grand Central Neighborhood Social Service Corporation,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3443&BId=3415,POINT (-73.981419 40.745281),10016,12078,11,4,50,8
35 Holland Ave,5012720000,5109140,501,Staten Island,31902,49,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels",40.63933,-74.17039,Mariner's Harbor-Arlington-Port Ivory-Graniteville,TRUE,35,351,Nonprofit Organizations/Thrift Stores,Scyepwace.northshorelc@gmail.com,718-442-3405,Holland Ave,,"WORLD ASSOCIATION FOR COMMUNITY EMPOWERMENT, INC.",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3476&BId=3454,POINT (-74.170393 40.63933099999999),10303,10371,4,1,13,75
1480 3 Ave,1015120000,1047654,108,Manhattan,140,5,"Clothing, Shoes, Accessories, Coats, Rugs",40.77728,-73.9553,Upper East Side-Carnegie Hill,TRUE,1480,46,Nonprofit Organizations/Thrift Stores,info@cancercare.org,(212) 879-9868,3 Ave,,CancerCare Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=44&BId=87,POINT (-73.955302 40.77727500000001),10028,12425,23,4,1,11
4102 Ave H,3077450000,3214026,318,Brooklyn,726,45,"Clothing, Shoes, Accessories",40.63219,-73.93667,Flatlands,FALSE,4102,645,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Ave H,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.93666500000002 40.632194999999996),11210,17217,5,2,26,38
145-41 228 St,4134850000,4441693,413,Queens,680,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66087,-73.75206,Springfield Gardens South-Brookville,FALSE,145-41,861,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,228 St,,Helpsy,https://www.helpsy.co/,POINT (-73.752063 40.66086599999999),11413,15313,63,3,47,63
6620 Ave U,3086310000,3243428,318,Brooklyn,70201,46,"Clothing, Shoes, Coats, Towels",40.61718,-73.90952,Georgetown-Marine Park-Bergen Beach-Mill Basin,TRUE,6620,839,Publicly Accessible Donation Bins,N/A,866-931-0232,Ave U,,Carecycle Inc,carecyclecares.com/,POINT (-73.909521 40.61717999999998),11234,13825,5,2,8,38
130-15 14 Ave,4040100000,4097254,407,Queens,945,19,"Clothing, Shoes",40.78613,-73.83774,Whitestone,FALSE,130-15,414,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,14 Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.837737 40.786132),11356,14191,22,3,20,67
961 E 174 St,2029980000,2114085,203,Bronx,161,17,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.83748,-73.88418,Crotona Park East,FALSE,961,102,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,E 174 St,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.884181 40.83747799999998),10460,11269,34,5,43,25
409 E 95 St,3046700000,3101853,317,Brooklyn,886,41,"Clothing, Shoes, Coats",40.65729,-73.91829,Rugby-Remsen Village,TRUE,409,338,Nonprofit Organizations/Thrift Stores,info@cogef.org,718-385-1043,E 95 St,,Hope Center Development Corporation,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3490&BId=3469,POINT (-73.918288 40.657291),11212,17614,61,2,17,40
597 E 16 St,3052370000,3121219,314,Brooklyn,518,40,"Clothing, Shoes, Accessories",40.63564,-73.9622,Flatbush,FALSE,597,653,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,E 16 St,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.962207 40.635642999999995),11226,13510,60,2,11,43
589 E New York Ave,3013320000,3035484,309,Brooklyn,806,40,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.66227,-73.94319,Prospect Lefferts Gardens-Wingate,FALSE,589,595,Publicly Accessible Donation Bins,sales@americanrecyclingresources.com,732-796-8983,E New York Ave,,American Recycling Resources,www.americanrecyclingresources.com/,POINT (-73.943192 40.66227099999999),11225,13509,17,2,11,44
437 Bolton Ave,2034990000,2020916,209,Bronx,4,18,"Clothing, Shoes",40.81462,-73.8578,Soundview-Castle Hill-Clason Point-Harding Park,FALSE,437,520,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Bolton Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.857792 40.81461899999999),10473,11611,58,5,31,26
131-04 Merrick Blvd,4129830000,4592719,412,Queens,352,27,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.67932,-73.76146,St. Albans,FALSE,131-04,720,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Merrick Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.761461 40.679317999999995),11434,24669,41,3,6,71
125 W 125 St,1019108000,1081601,110,Manhattan,222,9,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.80848,-73.94682,Central Harlem South,FALSE,125,812,Retail Store Takeback Programs,info@hm.com,855-466-7467,W 125 St,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.9468264 40.8084736),10027,12424,18,4,36,18
135-11 Hillside Ave,4096220000,4206373,409,Queens,216,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.70415,-73.81894,Kew Gardens,FALSE,135-11,899,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Hillside Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.818936 40.704146),11418,24014,46,3,28,60
149-34 Guy Brewer Blvd,4133840000,4286143,413,Queens,320,31,"Clothing, Shoes",40.65715,-73.7679,Springfield Gardens South-Brookville,FALSE,149-34,440,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Guy Brewer Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.767896 40.657147),11434,24669,63,3,47,63
155 Utica Ave,3013610000,3036078,308,Brooklyn,347,36,"Clothing, Shoes",40.67355,-73.9305,Crown Heights North,FALSE,155,511,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Utica Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.930494 40.673545),11213,17615,16,2,49,49
1267 Flatbush Ave,3052100000,3120336,314,Brooklyn,790,45,"Clothing, Shoes, Coats, Other",40.63951,-73.95447,Erasmus,FALSE,1267,1097,Publicly Accessible Donation Bins,N/A,914-573-2266,Flatbush Ave,,Standard Recycling Corp,N/A,POINT (-73.954466 40.639512999999994),11226,13510,60,2,26,43
1862 Webster Ave,2029000000,2094556,206,Bronx,231,15,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.84697,-73.90083,Mount Hope,FALSE,1862,1051,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Webster Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.90083 40.846965999999995),10457,10935,35,5,22,31
815 Stanley Ave,3043590000,3097716,305,Brooklyn,1116,42,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.66161,-73.87898,East New York,FALSE,815,753,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Stanley Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.878983 40.66160899999999),11207,17214,45,2,25,47
773 Post Ave,5002150000,5005741,501,Staten Island,13302,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.63139,-74.12723,West New Brighton-New Brighton-St. George,FALSE,773,683,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Post Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.12723 40.63138699999999),10310,10697,4,1,13,74
199 Brook Ave,2022640000,2000029,201,Bronx,25,8,"Clothing, Shoes",40.80664,-73.92023,Mott Haven-Port Morris,FALSE,199,529,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Brook Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.920227 40.80664099999999),10454,10932,49,5,35,23
1826 Eastchester Rd,2042260000,2047152,211,Bronx,296,13,"Clothing, Shoes",40.84981,-73.8446,Pelham Parkway,TRUE,1826,1138,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Eastchester Rd,,Planet Aid,http://www.planetaid.org/,POINT (-73.844595 40.84981199999998),10461,11270,59,5,12,32
40-04 36 Ave,4006660000,4010862,401,Queens,157,26,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.7534,-73.92323,Astoria,FALSE,Apr-40,703,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,36 Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.923225 40.75339699999999),11101,16858,39,3,33,72
172-12 Hillside Ave,4098290000,4210302,412,Queens,462,27,"Clothing, Shoes",40.71175,-73.78963,Jamaica,FALSE,172-12,445,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Hillside Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.789635 40.71174599999999),11432,24340,41,3,6,61
1791 Utica Ave,3077760000,3254550,318,Brooklyn,728,46,"Clothing, Shoes, Coats, Towels",40.62893,-73.92763,Flatlands,TRUE,1791,849,Publicly Accessible Donation Bins,N/A,866-931-0232,Utica Ave,,Carecycle Inc,carecyclecares.com/,POINT (-73.927624 40.62893300000001),11234,13825,5,2,8,38
844 E 163 St,2026900000,2000000,202,Bronx,12901,17,"Clothing, Shoes, Coats",40.82211,-73.90056,Longwood,TRUE,844,343,Nonprofit Organizations/Thrift Stores,Donations@thehopeline.org,718-402-1212,E 163 St,,The HopeLine,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=57&BId=102,POINT (-73.900559 40.82210899999999),10459,10937,8,5,43,24
3705 Church Ave,3048740000,3000000,317,Brooklyn,816,41,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.65138,-73.94257,East Flatbush-Farragut,FALSE,3705,960,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Church Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.942576 40.651382),11203,16866,61,2,17,40
3031 Bailey Ave,2032660000,2016126,208,Bronx,277,14,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.87737,-73.90349,Van Cortlandt Village,FALSE,3031,1018,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Bailey Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.903488 40.87736399999999),10463,11272,48,5,29,33
56-02 Broadway,4011950000,4027297,402,Queens,257,26,"Clothing, Shoes, Coats",40.75226,-73.90489,Woodside,FALSE,Feb-56,267,Publicly Accessible Donation Bins,N/A,631-225-5246,Broadway,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.904893 40.752262),11377,14787,53,3,33,66
306 Columbus Ave,1011468000,1030111,107,Manhattan,161,6,"Clothing, Shoes, Coats, Accessories",40.77916,-73.9778,Upper West Side,TRUE,306,235,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,Columbus Ave,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=125,POINT (-73.977796 40.77916),10023,12420,20,4,19,12
1414 Castleton Ave,5010260000,5106981,501,Staten Island,207,49,"Clothing, Shoes",40.63367,-74.12975,Port Richmond,TRUE,1414,1120,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Castleton Ave,,Planet Aid,http://www.planetaid.org/,POINT (-74.129754 40.633676),10302,10370,4,1,13,75
2220 Boston Rd,2043390000,2049736,211,Bronx,33201,13,"Clothing, Shoes",40.85801,-73.86787,Bronxdale,FALSE,2220,523,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Boston Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.867864 40.858005000000006),10467,11605,59,5,12,32
128-02 14 Ave,4040950000,4098486,407,Queens,947,19,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.78519,-73.84001,College Point,FALSE,128-02,600,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,14 Ave,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.84001200000002 40.785194),11356,14191,22,3,20,67
132-03 Jamaica Ave,4092840000,4194033,409,Queens,14202,29,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.70241,-73.82018,Richmond Hill,FALSE,132-03,716,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Jamaica Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.820173 40.702408999999996),11418,24014,46,3,28,60
8775 Bay Pkwy,3064480000,3169006,311,Brooklyn,294,47,"Clothing, Shoes, Coats, Other",40.59811,-73.99721,Bensonhurst West,FALSE,8775,1087,Publicly Accessible Donation Bins,N/A,914-573-2266,Bay Pkwy,,Standard Recycling Corp,N/A,POINT (-73.997207 40.59810799999999),11214,17616,1,2,45,37
164-05 69 Ave,4069180000,4149452,408,Queens,122701,24,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.73339,-73.8045,Pomonok-Flushing Heights-Hillcrest,FALSE,164-05,866,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,69 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.804502 40.733391999999995),11365,14507,25,3,24,65
3236 Steinway St,4006560000,4010418,401,Queens,155,22,"Clothing, Shoes, Coats, Accessories",40.75815,-73.91996,Astoria,FALSE,3236,316,Organizations/Thrift Stores,N/A,718-278-6400,Steinway St,,Steinway Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=783&BId=727,POINT (-73.919959 40.758153),11103,16860,39,3,4,72
1032 Castleton Ave,5001780000,5106591,501,Staten Island,105,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.63446,-74.11686,New Brighton-Silver Lake,FALSE,1032,668,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Castleton Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.116862 40.634456),10310,10697,4,1,13,74
75-41 Yellowstone Blvd,4031780000,4075320,406,Queens,703,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.714,-73.85893,Rego Park,FALSE,75-41,937,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Yellowstone Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.858929 40.71400299999999),11374,14785,40,3,28,70
454 Wyckoff Ave,3033540000,3076702,304,Brooklyn,439,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.69807,-73.90944,Bushwick North,FALSE,454,1013,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Wyckoff Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.909436 40.698069),11237,13828,42,2,37,53
191 E 3 St,1003990000,1005002,103,Manhattan,32,2,Contact store for details,40.72308,-73.98341,East Village,FALSE,191,171,Organizations/Thrift Stores,janes.exchange@gmail.com,212-677-0380,E 3 St,,Jane's Exchange,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=240&BId=289,POINT (-73.983416 40.72307599999999),10009,11729,70,4,50,5
1499 Bruckner Blvd,2037120000,2023368,209,Bronx,5001,17,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.82388,-73.87937,Soundview-Bruckner,FALSE,1499,608,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Bruckner Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.879372 40.82388299999999),10472,11610,58,5,43,26
3010 Riverdale Ave,2057120000,2083212,208,Bronx,289,11,"Clothing, Shoes, Coats, Other",40.88046,-73.90997,Spuyten Duyvil-Kingsbridge,FALSE,3010,1105,Publicly Accessible Donation Bins,N/A,914-573-2266,Riverdale Ave,,Standard Recycling Corp,N/A,POINT (-73.909962 40.880459),10463,11272,48,5,40,33
466 10 Ave,1007340000,1012882,104,Manhattan,111,3,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.75599,-73.99781,Hudson Yards-Chelsea-Flatiron-Union Square,FALSE,466,1062,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,10 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.997814 40.755992),10018,12080,12,4,10,6
681 E Tremont Ave,2030790000,2012293,206,Bronx,373,17,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.84579,-73.8913,East Tremont,FALSE,681,1115,Publicly Accessible Donation Bins,info@usagain.com,917-705-3508,E Tremont Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.891299 40.845792),10457,10935,35,5,43,31
104-24 Flatlands Ave,3082120000,3230535,318,Brooklyn,986,46,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.64729,-73.89463,Canarsie,FALSE,104-24,737,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Flatlands Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.894632 40.647289),11236,13827,5,2,8,42
1011 Rogers Ave,3051380000,3396032,317,Brooklyn,826,40,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.64552,-73.95155,Erasmus,FALSE,1011,1002,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Rogers Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.95155 40.645523),11226,13510,61,2,11,40
